1,not difficult to predict the coming of a global cold,[],[difficult, cold],negative
2,stevenbeschloss: anyone doubt the cold blooded butcher of moscow sleeps well,[well],[doubt, butcher, cold],negative
3,hariolor: the  corpse  was  no  longer  cold  because  there  never  had  been  any  corpse  for  you  to  mourn  over  in  the  first,[],[cold, mourn],negative
3615,abbelmusic: hace unos meses atr s en guadalajara  keniaos  amadoriv_ y yo en una habitaci n decidimos hacer una rola pa mandar a chinga,[],[],neutral
3616,wooshikdami_: the quote on the snow globe is woong's line from ep 08,[],[],neutral
3617,tbs_pr:,[],[],neutral
3618,saqibf: have an joyous weekend dear friends,[joyous],[],positive
3619,natalie_mu:           snow man                 9                        8,[],[],neutral
3620,tbs_pr:,[],[],neutral
3621,modelpress:      📸 snow man,[],[],neutral
3622,sn__20200122:,[],[],neutral
3623,yukirin_snow          😳😳,[],[],neutral
3624,sponichigeinou: snow man                                              sponichi annex,[],[],neutral
3625,the world looks glorious in the snow  pure white,[glorious, pure],[],positive
3626,22    tbs     🌟       twitter       q snow man                                100                 🎁  sore_snowman,[],[],neutral
3627,natalie_mu:           snow man                 9                        8,[],[],neutral
3628,modelpress: snow man,[],[],neutral
3629,tbs_pr:,[],[],neutral
3630,tbs_pr:,[],[],neutral
3631,modelpress: snow man,[],[],neutral
3632,abbelmusic: hace unos meses atr s en guadalajara  keniaos  amadoriv_ y yo en una habitaci n decidimos hacer una rola pa mandar a chinga,[],[],neutral
3633,snow princess,[],[],neutral
3634,modelpress:      📸 snow man,[],[],neutral
3635,modelpress: snow man,[],[],neutral
3636,oricon: snow man                                           5,[],[],neutral
3637,sn__20200122:,[],[],neutral
3638,entramoencaior: kenia os y snow tha product 🇲🇽 https:  t co bfbmmlrl3z,[],[],neutral
3639,notwoofers: situation in mariupol is very hellish  constant bombardment by artillery and mlrs  tanks fire at any movement they see  thi,[],[tanks, bombardment],negative
3640,sn__20200122:,[],[],neutral
3641,okina_be,[],[],neutral
3642,modelpress:      📸 snow man,[],[],neutral
3643,oricon: snow man                      2                   5,[],[],neutral
3644,theflorafiona: good night friends💫🌇🧊  💦,[good],[],positive
3645,snow_nft hahaha,[],[],neutral
3646,snowman_tube:,[],[],neutral
3647,modelpress: snow man,[],[],neutral
3648,natalie_mu:           snow man                 9                        8,[],[],neutral
3649,nikkansports: snow man,[],[],neutral
3650,tbs_pr:,[],[],neutral
3651,abbelmusic: hace unos meses atr s en guadalajara  keniaos  amadoriv_ y yo en una habitaci n decidimos hacer una rola pa mandar a chinga,[],[],neutral
3652,22    tbs     🌟       twitter       q snow man                                100                 🎁  sore_snowman,[],[],neutral
3653,natalie_mu:           snow man                 9                        8,[],[],neutral
3654,sn__20200122:,[],[],neutral
3655,tbs_pr:,[],[],neutral
3656,natalie_mu:           snow man                 9                        8,[],[],neutral
3657,tbs_pr:,[],[],neutral
3658,flanpu: snow covered kiss https:  t co 1ckaefzbb0,[],[],neutral
3659,sn__20200122:,[],[],neutral
3660,tbs_pr:,[],[],neutral
3661,modelpress: snow man,[],[],neutral
3662,😂,[],[],neutral
3663,islandtv_up:  snow man            2,[],[],neutral
3664,modelpress: snow man,[],[],neutral
3665,22    tbs     🌟       twitter       q snow man                                100                 🎁  sore_snowman,[],[],neutral
3666,pr_yomi:    3 25,[],[],neutral
3667,,[],[],neutral
3668,xxx5572xxx:                                                                               180          8     snow man 9,[],[],neutral
3669,jmpwolo_:                 snow                                                                                   https:  t co 3ua9ckvgby,[],[],neutral
3670,snow star : i can change my enemy's magic into ash like snow,[magic, like],[],positive
3671,burst90753902: snow man,[],[],neutral
3672,snow_felina https:  t co levv724rkz,[],[],neutral
3673,ntv_zumusata:,[],[],neutral
3674,,[],[],neutral
3675,ntv_zumusata:,[],[],neutral
3676,ntv_zumusata:,[],[],neutral
3677,ntv_zumusata:,[],[],neutral
3678,xxx5572xxx:                   😂            😂😂,[],[],neutral
3679,snow_051729,[],[],neutral
3680,snow man               cm,[],[],neutral
3681,snow_el  mutiwosan                     😎,[],[],neutral
3682,longestnightgot: brand new episode: 'beyond the wall',[],[],neutral
3683,sn__20200122:,[],[],neutral
3684,snow_blossomam      🤣,[],[],neutral
3685,ntv_zumusata:,[],[],neutral
3686,pikachu_pcn: 4 3      8                                              snow man       https:  t co uk4qozrfdm  prtimes_jp   https:  t co,[],[],neutral
3687,fri march 25,[],[],neutral
3688,ntv_zumusata:,[],[],neutral
3689,oricon: snow man                                                 4,[],[],neutral
3690,ntv_zumusata:,[],[],neutral
3691,,[],[],neutral
3692,tbs_pr:,[],[],neutral
3693,snow_azuki,[],[],neutral
3694,modelpress: snow man,[],[],neutral
3695,ntv_zumusata:,[],[],neutral
3696,ntv_zumusata:,[],[],neutral
3697,22    tbs     🌟       twitter       q snow man                                100                 🎁  sore_snowman,[],[],neutral
3698,snowatsuburst39:                                                     😊,[],[],neutral
3699,ntv_zumusata  riemochizuki,[],[],neutral
3700,ntv_zumusata:,[],[],neutral
3701,sn__20200122:,[],[],neutral
3702,sn__20200122:,[],[],neutral
3703,rr22_cbc  altcoinswiss  nftghostchain  ratsdao  cardanovillage  oldmoneynft  zombitsnft  cardanobits  pxlznft  officialmocossi  mutantnfts  snow_punkz  clumsy_ghosts  sgsinvestors  donaldmathers22 it's based on assets for sale  lots of cats are for sale do they don't appear on the list,[],[],neutral
3704,sore_snowman: 3 27     1   1  sp,[],[],neutral
3705,ntv_zumusata:,[],[],neutral
3706,dog_rates: this is sarah  she has neurological damage that makes it hard for her to stay balanced  doesn't let that stop her from danci,[balanced],[damage, hard],negative
3707,ntv_zumusata:,[],[],neutral
3708,oricon_anime_: snow man                                                 4,[],[],neutral
3709,ntv_zumusata:,[],[],neutral
3710,brust68756031:,[],[],neutral
3711,nhk_radirer  momo_ars_snow 7 men       🥰🥰,[],[],neutral
3712,eh kung pag pahingahin niyo kaya muna maya yung bulsa ko   🤗   may snow globe pa ehhh db  sapakan na lang,[],[],neutral
3713,ntv_zumusata:,[],[],neutral
3714,ntv_zumusata:,[],[],neutral
3715,barfout_editors:  barfout   4                     snowman           snow man                 3 25       🎉,[],[],neutral
3716,sn__20200122:,[],[],neutral
3717,megmilk_snow,[],[],neutral
3718,tbs_pr:,[],[],neutral
3719,snow man           j,[],[],neutral
3720,ntv_zumusata:,[],[],neutral
3721,snow and lawn millionaire mastery is out  https:  t co j8uhxeu6na stories via  smartbloggerhq  austinkleon,[mastery],[],positive
3722,ntv_zumusata:,[],[],neutral
3723,cinemalife_web:  4 3                      snow man            2,[],[],neutral
3724,sn__20200122:,[],[],neutral
3725,xxx5572xxx:   snow man,[],[],neutral
3726,22    tbs     🌟       twitter       q snow man                               100                 🎁  sore_snowman,[],[],neutral
3727,megmilk_snow: 🌸     🌸,[],[],neutral
3728,xxx5572xxx:   snow man,[],[],neutral
3729,ntv_zumusata:,[],[],neutral
3730,ntv_zumusata:,[],[],neutral
3731,dog_rates: this is sarah  she has neurological damage that makes it hard for her to stay balanced  doesn't let that stop her from danci,[balanced],[damage, hard],negative
3732,ntv_zumusata:,[],[],neutral
3733,ntv_zumusata:,[],[],neutral
3734,tver_promo:  snow man,[],[],neutral
3735,kingeagleshario:        👼🔥,[],[],neutral
3736,dog_rates: this is sarah  she has neurological damage that makes it hard for her to stay balanced  doesn't let that stop her from danci,[balanced],[damage, hard],negative
3737,only miss the sun when it starts to snow,[],[miss],negative
3738,ntv_zumusata:,[],[],neutral
3739,motion_snow https:  t co uoisf9xpel,[],[],neutral
3740,sore_snowman: 3 27     1   1  sp,[],[],neutral
3741,snow_917,[],[],neutral
3742,ntv_zumusata:,[],[],neutral
3743,sn__20200122:,[],[],neutral
3744,snow_angel0112,[],[],neutral
3745,nao_snow_9:                                    snow man          op           ed,[],[],neutral
3746,ntv_zumusata:,[],[],neutral
3747,nao_snow_9:                                      youtube music snow man,[],[],neutral
3748,ntv_zumusata:,[],[],neutral
3749,ntv_zumusata:,[],[],neutral
3750,sn__20200122:,[],[],neutral
3751,oricon: snow man                                                 4,[],[],neutral
3752,nonno_staff:,[],[],neutral
3753,oricon: snow man                                                 4,[],[],neutral
3754,fn_assist i only want the glider and maybe the pickaxe but i already have alot of snow ice harvesting tools so idk,[],[],neutral
3755,bounty_atm: 📢    atm x,[],[],neutral
3756,realcandaceo:   i don t know what snow is because i m not a meteorologist,[],[],neutral
3757,megmilk_snow: 🌸     🌸,[],[],neutral
3758,mhyklinn are snow oshis ok,[],[],neutral
3759,tv_life: snow man                             2,[],[],neutral
3760,sore_snowman: 3 27     1   1  sp,[],[],neutral
3761,dog_rates: this is sarah  she has neurological damage that makes it hard for her to stay balanced  doesn't let that stop her from danci,[balanced],[damage, hard],negative
3762,modelpress: snow man,[],[],neutral
3763,cinemalife_web:  4 3                      snow man            2,[],[],neutral
3764,snow man                         line    https:  t co dhwvlsqsjn    modelpress,[],[],neutral
3765,fujiya_jp: 📻    presents snow man                                            🌃🍫,[],[],neutral
3766,cryptoghostking exploring georgia  here is snow and rain,[],[],neutral
3767,ohast_jp:,[],[],neutral
3768,megmilk_snow: 🌸     🌸,[],[],neutral
3769,fujiya_jp: 📻    presents snow man                                            🌃🍫,[],[],neutral
3770,tbs_pr:      10                snow man,[],[],neutral
3771,apieceofhrj__:      snow dream                                                                                                         }},[],[],neutral
3772,ohast_jp:,[],[],neutral
3773,snow__hixxx6      🥺💕                      🤦🏻                       🤦🏻   }},[],[],neutral
3774,👍                   cd dvd     b       :,[],[],neutral
3775,22    tbs     🌟       twitter       q snow man                                100                 🎁  sore_snowman            }},[],[],neutral
3776,tbs_pr:      10                snow man,[],[],neutral
3777,hycklab: message for yangyang dj today mentioned after a big exam  amp  they went in a restaurant to eat,[],[],neutral
3778,fashionpressnet:                 snow man                               https:  t co wlqj6yokkb https:  t co f8zy2catj2}},[],[],neutral
3779,theobroma_cc9:           snowman,[],[],neutral
3780,modelpress:       snow man                         line,[],[],neutral
3781,damienproduces  snow_blacck i saw drum line  i guess it s been awhile  i don t remember dude  i thought this was a drum line straight to dvd sequel or something  😂}},[],[],neutral
3782,oricon:  📺25    23:00,[],[],neutral
3783,davidsting1989: omg this is so sweet and pure   cows have best friends too   did you know that cows have best friends and are calmer wh }},[best, sweet, pure],[],positive
